codigo_consejera,nombre_consejera,codigo_zona,monto_facturado,monto_cod,nombre,descripcion,cantidad,cajas,descripcion_razon,direccion1,direccion2,codigo_razon,codigo_piloto,razon,liquidada,seccion,direccion3,telefono_consejera,enrutado,los_real,credit_check,los,monto_extrafin,monto_convenio_pago,monto_vea,telefono_celular,valor_aj,clave
131,"P.O. Box 484, 7318 Adipiscing St.",220,76,76,Bo,Ignatius,39,38,Keelie,Lynn,Wade,6,97,2,Libby,92,Evelyn,2636-1039,68,96,7,7,3,8,7,2718-4144,4,
1379,5837 Quis Rd.,208,23,70,Shoshana,Eagan,76,75,Ramona,Noel,Ora,34,46,76,Henry,81,Violet,5613-0506,55,9,9,6,3,6,5,1663-8420,8,
373,5001 Accumsan Ave,220,84,51,Donovan,Kylee,88,44,Octavius,Elliott,Hector,54,97,67,Oren,64,Jessamine,4213-2836,11,63,4,9,5,5,5,8544-6817,10,
54,"P.O. Box 441, 9752 Mauris Ave",210,98,14,Rooney,Noelle,8,100,Isadora,Fleur,Marny,66,61,5,Neve,62,Marvin,2572-6805,5,83,1,2,10,9,6,7308-6485,6,
4,Ap #279-3320 Arcu Avenue,222,64,53,Walter,Erasmus,77,97,Xander,Noah,Daphne,30,65,84,Madison,90,Cecilia,9033-8688,85,50,7,1,2,2,6,7224-4148,2,
2305,Ap #984-9845 Nibh St.,232,59,80,Kuame,Leandra,79,91,Ruth,Owen,Vivian,91,30,16,Halla,13,Raya,4471-7401,76,88,6,5,1,3,2,2615-8044,3,
523,Ap #818-7703 Accumsan St.,226,76,22,Chiquita,Alisa,45,52,Addison,Orlando,Cedric,20,61,85,Neil,23,Elaine,1080-1628,100,54,9,2,4,5,7,7759-3249,7,
537,"P.O. Box 429, 1161 Orci. Road",228,61,69,Neil,Ray,47,19,Tad,Blossom,Leilani,24,24,56,Kellie,35,Judah,5433-5072,53,5,2,10,3,5,1,3450-1908,4,
2491,"P.O. Box 160, 647 Nibh. Avenue",219,35,66,Olympia,Murphy,48,58,Courtney,Aladdin,Tad,62,45,84,Lacey,92,Shad,2934-4774,26,72,7,7,2,10,5,2278-7938,10,
1001,4111 Eu St.,201,74,49,Zorita,Abbot,99,48,Chadwick,Mary,Clark,29,9,62,Robin,96,Montana,5627-7423,8,26,4,6,1,6,9,2696-2084,4,
2471,2792 Ullamcorper Av.,207,3,67,Adena,Teegan,98,7,Stone,Joelle,Tyrone,16,23,25,Autumn,80,Callie,1309-9276,70,87,7,8,7,3,2,8209-4293,5,
1342,8589 Semper Rd.,220,89,66,Beck,Joseph,82,2,Vernon,Baker,Cameran,34,16,100,Clare,40,Ivor,1988-0313,95,73,10,3,10,5,7,4030-4495,9,
988,Ap #806-3698 Molestie Ave,208,41,16,Erich,Gloria,9,3,Alisa,Imogene,Joelle,40,25,82,Bert,46,Perry,9580-8586,14,7,1,6,5,5,1,3984-3361,4,
1312,"Ap #836-8198 Non, St.",209,4,35,Venus,Mariam,75,19,Halla,Leonard,Willow,20,89,89,Gisela,49,Harding,7005-9584,43,25,7,1,7,6,3,2857-2365,1,
423,"P.O. Box 499, 1600 Auctor Rd.",228,26,19,Tyler,Chastity,26,42,Zeus,Raja,Magee,24,85,64,Imani,1,Isabelle,6689-1618,26,44,9,6,3,10,2,1317-5293,8,
2128,"5983 Montes, Rd.",228,13,94,Brielle,Amelia,5,3,Christian,Mark,Martena,87,92,86,Keane,52,Seth,7847-0139,75,8,8,3,4,2,6,2709-6114,6,
2379,8578 Eget Ave,231,28,50,Irma,Henry,17,82,Piper,Madeline,Cairo,31,44,63,Jeanette,83,Freya,4536-7342,86,47,6,3,3,8,3,3776-5230,1,
2497,Ap #201-9382 Metus Av.,207,72,49,Gage,Aladdin,52,17,Brock,Clinton,Clare,30,12,49,Brian,37,Quinn,1920-5580,27,82,10,2,10,2,3,3863-0573,2,
1902,411-3465 Eleifend Road,240,46,56,Murphy,Tanner,35,40,Mari,Tucker,Burke,82,28,89,Martin,56,Merritt,5655-7365,51,34,6,1,6,5,7,3893-0682,5,
2065,"P.O. Box 580, 2326 Vivamus Rd.",203,30,43,Alfonso,Zelenia,51,61,Xaviera,Megan,Kirestin,27,5,94,Hedda,71,Jin,6010-8485,57,40,2,1,5,5,7,8944-9724,8,
2204,Ap #955-8228 Dis Av.,237,26,47,Adena,Mikayla,2,98,Charde,Thaddeus,Blythe,57,64,32,Grace,41,Paula,8044-7962,77,38,2,4,5,7,2,1346-9350,6,
1988,"P.O. Box 359, 9267 Imperdiet Rd.",219,49,41,Venus,Jada,51,37,Danielle,Wendy,Dante,79,80,55,Jaime,51,Christopher,4834-1348,51,98,4,3,5,9,4,3634-2883,4,
482,356-5214 Nibh Avenue,222,35,78,Lane,Arden,61,49,Belle,Hayden,Maite,1,82,9,Branden,95,Isabella,7638-0856,70,47,3,7,8,6,10,8056-2733,8,
869,177-5341 Sed Av.,221,37,54,Olivia,Iona,77,89,Carla,Madeline,Wesley,48,12,9,Blaine,52,Quail,3537-9448,95,89,2,2,1,6,6,8745-4390,3,
1983,"7849 Odio, Avenue",228,48,19,Brennan,Sacha,85,41,Leslie,Avram,Uriel,92,95,81,Kaitlin,94,Vanna,9906-4597,11,12,7,7,3,2,10,2110-5335,7,
1119,865-1823 Nullam Av.,220,64,32,Sharon,Allistair,88,72,Pearl,Nomlanga,Abigail,56,37,82,Xena,34,Brianna,4738-9283,31,74,9,4,7,3,5,1493-3686,5,
1298,"P.O. Box 718, 7386 Vulputate, Av.",218,87,47,Cathleen,Hayley,64,46,Lucius,Whoopi,Vernon,42,80,28,Melissa,90,Michael,7909-9351,59,100,9,10,4,10,9,1783-1309,6,
710,"P.O. Box 369, 6330 Nunc St.",229,65,85,Karina,Magee,62,12,Kaden,Kasper,Isadora,74,75,72,Vincent,74,Kevin,7678-7820,36,90,6,2,5,8,6,2497-4980,4,
1091,"P.O. Box 611, 9368 Aliquam Ave",212,55,48,Samantha,Nolan,55,28,Miriam,Iona,Christine,55,3,97,Yoshi,55,Harding,1853-8840,33,34,2,8,6,6,4,9594-7684,2,
2051,Ap #914-2941 Magna Ave,227,82,51,Georgia,Elliott,24,31,Tamekah,Emily,Maite,91,70,33,Maile,87,Roary,4169-2559,96,18,8,8,7,3,5,4386-0333,1,
1813,"P.O. Box 345, 557 Phasellus St.",227,93,74,Lydia,Lesley,89,63,Alma,Sacha,Zorita,46,88,38,Igor,49,Petra,6064-4367,74,92,2,8,9,9,2,5422-4484,6,
116,"P.O. Box 421, 6055 Sodales Road",205,16,10,Robert,Quin,8,56,Caryn,Tanek,Bryar,80,80,11,Denton,51,Cedric,5659-4352,87,45,1,5,2,10,5,5130-4561,4,
1645,Ap #303-5042 Mauris Rd.,230,51,95,Ava,Rowan,52,62,Dai,Curran,Orlando,83,71,13,Irene,59,Graham,6521-6768,98,76,10,6,2,9,9,4660-9696,4,
1423,Ap #997-3841 Id Road,211,10,5,September,Hollee,85,89,Armando,Indigo,Jessamine,16,22,43,Britanni,73,Daquan,7039-3667,92,78,10,1,4,10,7,4148-6964,4,
985,422-4846 Sodales St.,200,23,12,Zorita,Jada,82,5,Regan,Kevin,Clarke,16,98,31,Dara,67,Selma,1670-4123,46,8,5,7,8,10,1,5655-1809,5,
1091,5648 Conubia Street,225,8,43,Keefe,Hashim,54,49,Dana,Tobias,Zeph,23,52,92,Shellie,74,Jeremy,5410-7269,99,61,4,8,4,10,9,2921-7556,10,
2322,1958 Metus. Road,231,95,31,Jasper,Amena,67,23,Hayley,Kimberley,Tara,50,18,70,Risa,8,Ian,9688-4781,86,35,6,2,9,5,7,5853-0792,7,
1900,Ap #927-3949 Donec Avenue,214,74,3,Ashely,Petra,26,12,Dennis,Grant,Macon,35,3,93,Marcia,71,Roth,5682-4030,4,8,3,6,6,8,6,5977-0149,9,
2108,Ap #727-1291 Dictum Rd.,232,40,90,Savannah,Jacqueline,42,43,Derek,Lynn,Cairo,75,11,20,Halla,10,Elliott,5318-0546,96,96,10,2,3,9,1,1770-2581,7,
429,"P.O. Box 810, 7402 Vestibulum St.",228,14,15,Danielle,Mariam,92,81,Lane,Eleanor,Kessie,3,62,17,Hanae,20,Alexis,3735-0783,74,23,3,4,9,5,6,2838-6372,3,
556,"P.O. Box 579, 8573 Sed Street",236,86,92,Alexander,Geraldine,55,28,Clark,Cruz,Omar,67,91,36,Lara,98,Justine,5119-9137,3,14,10,10,1,5,3,1589-5530,1,
2236,"P.O. Box 775, 4104 Vel St.",200,25,9,Gil,Noah,45,61,Felix,Petra,Cullen,18,87,78,Charity,43,Quyn,5891-9801,80,12,7,9,2,10,3,2658-9739,8,
1830,"448-3350 Elit, St.",229,80,93,Stone,Yeo,42,11,Herman,Brody,Jennifer,82,46,34,Melanie,95,Maile,1080-7996,28,92,7,10,2,9,8,8599-5965,5,
661,"P.O. Box 129, 3627 Nascetur Street",215,30,54,Olivia,Morgan,42,98,Jeremy,Abra,Anthony,58,73,14,Kameko,59,Ashely,2867-8030,84,87,4,3,1,8,6,9648-1824,9,
2278,6739 Lobortis Rd.,219,97,3,Dorothy,Howard,80,43,Malik,Silas,Avye,2,18,30,Hadassah,15,Axel,1062-2142,38,5,4,8,5,9,9,4195-2096,3,
727,"P.O. Box 801, 1541 Dictum Avenue",220,54,88,Kyle,Lionel,90,63,Alexandra,Darius,Kaitlin,28,93,25,Darryl,13,Mufutau,5740-1999,19,91,5,2,3,2,10,8717-3206,1,
1714,291-6539 Dapibus St.,222,100,31,Jin,Angelica,82,86,Peter,Brielle,Dieter,95,54,27,Sage,35,Kelsie,3424-7112,18,34,5,10,2,1,2,6568-1283,10,
1057,1607 Auctor St.,222,22,37,Chelsea,Luke,60,82,Beck,Quintessa,Adrian,20,77,86,Arthur,86,September,6921-0950,86,85,9,3,4,2,9,6368-5093,9,
1335,"P.O. Box 217, 1612 Tempus Street",218,26,81,Ori,Tara,52,38,Ryan,Pandora,Cherokee,17,100,88,Lillith,70,Amery,7845-1553,89,11,2,4,6,4,8,5549-1617,1,
1679,5252 Sed Av.,228,74,49,Chase,Victoria,45,86,Hunter,Xanthus,Judah,19,16,99,Lucius,62,Merritt,5291-9434,93,71,2,9,7,3,4,6957-2818,2,
1173,"P.O. Box 269, 7054 Vel Av.",204,92,74,Nigel,Zorita,79,63,Gretchen,Jana,Gemma,70,80,94,Hilda,87,Hashim,1922-7542,13,42,8,10,2,5,3,7027-3537,5,
602,"Ap #523-9626 Magna, Av.",202,21,24,Noelani,Allegra,56,66,Hadley,Courtney,Forrest,37,16,66,Grady,52,Jermaine,9474-9137,71,16,9,4,10,8,9,4735-3657,2,
862,844-6823 Libero Street,202,72,95,Allegra,Donovan,68,73,Odysseus,Silas,Laurel,91,1,87,Tatiana,19,Charlotte,3177-5893,2,53,9,2,9,4,2,5047-0088,5,
1083,Ap #980-7016 Dictum Ave,205,16,10,Igor,Regan,35,15,Aspen,Cole,Daryl,9,30,27,Hedy,17,Melinda,4896-9768,22,88,2,10,2,5,3,2888-9375,2,
681,Ap #261-4191 Faucibus. Rd.,213,15,99,Dakota,Cherokee,75,43,Eliana,Owen,Thor,7,60,96,Slade,45,Maile,6725-3442,31,14,10,5,4,5,6,9302-7514,2,
1137,"P.O. Box 608, 5136 Ipsum. St.",227,45,18,Kay,Keefe,97,58,Amanda,Hashim,Kenneth,31,68,13,Ginger,17,Tyrone,8011-6364,49,12,10,10,1,8,5,6517-7243,10,
471,"P.O. Box 405, 7052 Phasellus Avenue",223,9,38,Julie,Eaton,44,60,Nathaniel,Skyler,Zia,58,11,92,Grace,63,Kiayada,3848-9603,42,39,9,3,10,6,8,1204-9546,10,
295,382-206 Vestibulum Avenue,224,68,65,Cody,Inez,77,69,Stuart,Tatum,Vance,68,100,20,Drew,80,Vielka,4440-8916,25,24,5,4,4,7,4,5465-3143,7,
134,Ap #319-5337 Curabitur Street,239,31,54,Idona,Hadassah,39,12,Galvin,Allistair,Beck,18,72,7,Gloria,35,Hyatt,9165-9174,53,44,9,8,7,7,7,3776-4202,10,
2051,392-1910 Nec Rd.,235,75,37,Chaney,Christopher,44,71,Thor,Elmo,Clementine,11,53,19,Kyra,34,Camden,9372-0722,100,51,5,6,2,3,10,5460-1960,10,
612,"P.O. Box 141, 5369 Libero Street",219,13,13,Gretchen,Felix,3,86,Shafira,Seth,Barry,83,5,44,Dacey,41,Indira,1901-1471,95,49,2,7,6,7,9,3307-6608,9,
1219,"P.O. Box 454, 4655 Ullamcorper. St.",205,62,48,Lavinia,Vladimir,75,54,Kameko,Lucas,Kamal,62,5,92,Amaya,60,Linus,8777-5140,59,19,9,4,3,2,10,9663-3361,1,
1008,785-2585 Convallis Avenue,223,17,46,Amos,Holly,79,72,Kieran,Jeremy,Oliver,64,85,93,Cynthia,46,Ivy,4593-8979,40,10,2,6,4,1,9,1466-0977,8,
1760,"P.O. Box 896, 9442 Fusce Ave",221,14,89,Dustin,Hiram,1,63,Nola,Ella,Drake,71,95,80,Maya,93,Alexandra,9334-7893,87,39,3,6,9,9,9,4194-5855,6,
904,Ap #321-243 Libero St.,236,5,71,Marshall,Eric,86,61,Amber,Jarrod,Rooney,62,32,43,Cain,38,Beatrice,5705-8784,41,27,10,7,8,5,4,3787-9593,3,
1162,Ap #778-1933 Vestibulum Av.,228,5,82,Basil,Jaquelyn,81,100,Naomi,Hunter,Maryam,21,65,76,Dolan,14,Jackson,6652-3135,3,98,10,5,10,6,4,1714-9709,6,
1576,409-1573 Iaculis Rd.,204,43,40,Katell,Barry,93,70,Carolyn,Macaulay,Anthony,100,23,88,Isabella,88,Wesley,7152-2129,65,37,10,1,8,1,8,9631-8462,2,
80,7985 Suspendisse St.,216,13,100,Adam,Wynne,44,28,Vielka,Xena,Selma,8,87,21,Risa,57,Maxine,2581-6083,87,92,7,2,8,5,6,1841-6738,9,
1474,"P.O. Box 315, 6910 In Rd.",223,85,25,Xanthus,Alice,71,18,Hillary,Amity,Laurel,97,5,8,Walker,15,Cooper,5648-8884,12,77,7,10,9,7,5,9712-2330,10,
366,1804 Mattis. St.,211,71,17,Nicholas,Irene,38,91,Alea,Porter,Kato,36,32,20,Louis,16,Brynne,6247-2718,79,41,3,8,8,2,8,9456-8206,1,
648,9655 Arcu. St.,217,85,14,Elaine,Shelley,100,76,Malachi,Remedios,Lester,28,8,91,Pandora,53,Lani,8115-6036,23,9,4,2,5,8,4,5230-9410,2,
2316,"Ap #961-7810 Id, St.",207,11,37,Jacob,Leroy,24,45,Kimberley,Robin,Marny,18,88,20,Ivan,58,Erich,3539-2477,82,87,2,5,7,2,3,8436-2256,3,
1239,"P.O. Box 965, 8927 Rutrum, Avenue",210,71,25,Troy,Cain,96,82,Fallon,Hakeem,Kareem,95,12,29,Jenna,98,Farrah,5452-1191,18,6,7,8,9,1,8,8569-5742,2,
1927,"965-7488 Enim, Av.",237,75,43,Dylan,Lana,66,50,Adrian,Mara,Mohammad,45,86,9,Kelly,65,Hop,8957-8503,74,70,10,2,7,10,6,8158-9004,2,
2131,"P.O. Box 639, 7630 Ac, Street",215,84,61,Ivy,Xerxes,41,13,Sylvester,Brody,Grady,65,3,21,Katelyn,10,MacKenzie,5380-0849,39,71,4,5,9,1,7,2194-4759,7,
1847,Ap #452-5414 Enim St.,216,6,30,Violet,Bell,89,35,Lee,Oleg,TaShya,56,43,76,Haley,39,Brandon,3028-5034,63,5,1,4,4,2,9,4815-3143,8,
930,"P.O. Box 915, 4385 Nulla St.",221,46,36,Piper,Stacey,19,70,Jada,Kimberly,Kim,80,73,22,Cairo,56,Hayley,7497-8418,97,98,8,9,8,3,7,8842-8480,7,
1213,167-8467 Quisque Avenue,213,91,65,Colt,Grant,70,63,Reed,Allegra,Laith,5,61,74,Ryder,83,Adena,6694-1086,98,49,2,1,8,7,3,9854-8507,2,
1111,631-7571 Cursus Rd.,217,79,51,Kalia,Tashya,92,69,Jarrod,Ashton,Mohammad,84,38,36,Beatrice,27,Lucas,2167-8447,11,84,4,8,6,6,2,7057-4401,9,
336,Ap #665-4890 Fringilla Rd.,236,13,2,Lacy,Cheyenne,38,50,Beck,Pascale,Mercedes,61,30,76,Miriam,86,Pamela,3235-3633,99,92,3,6,1,8,4,5010-2525,3,
193,Ap #906-8874 Blandit Road,240,25,1,Judith,Aileen,68,68,Nicholas,Hyacinth,Leroy,13,17,78,Lacey,69,Madeline,3612-9871,58,87,10,3,1,1,3,1399-9560,3,
2444,"P.O. Box 699, 6988 Maecenas Rd.",201,88,3,Arsenio,Heidi,64,3,Addison,Demetria,Arsenio,21,4,43,Portia,82,Leah,3935-3481,16,60,2,9,10,9,9,8904-4597,1,
1585,Ap #300-7225 Amet Rd.,204,45,79,Frances,Yael,95,98,Ira,Amity,Mona,94,68,14,Chelsea,61,Ursula,9269-6302,19,84,8,10,10,1,5,7687-6784,1,
